timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Flowmeter,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses,gpsLat,gpsLong,gpsSpeed,gpsQuality
2022-06-05 18:50:18.291,3.916,3.562000000000001,-0.0079999999999991,-0.0199999999999995,3.5540000000000003,43.05,0.25,4.949999999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169455,-8.543257,0.0,1.0
2022-06-05 18:50:19.282,3.937999999999999,3.565999999999999,-0.009999999999998,-0.0199999999999995,3.562000000000001,43.150000000000006,0.25,4.952500000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169455,-8.543257,0.0,1.0
2022-06-05 18:50:20.273,3.934000000000001,3.574,-0.0079999999999991,-0.0199999999999995,3.574,43.150000000000006,0.25,4.887499999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169455,-8.543257,0.0,1.0
2022-06-05 18:50:21.264,3.9499999999999993,3.597999999999999,-0.0060000000000002,-0.0199999999999995,3.5919999999999987,43.25,0.25,4.859999999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169456,-8.543257,0.0,1.0
2022-06-05 18:50:22.255,3.962,3.603999999999999,-0.0079999999999991,-0.0199999999999995,3.6,43.27499999999999,0.25,4.949999999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169457,-8.543258,0.0,1.0
2022-06-05 18:50:23.247,3.964,3.61,-0.0079999999999991,-0.0199999999999995,3.61,43.27499999999999,0.25,4.9175,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169457,-8.543258,0.0,1.0
2022-06-05 18:50:24.238,3.974,3.622,-0.0079999999999991,-0.0180000000000006,3.618,43.35,0.25,4.852499999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169458,-8.543258,0.0,1.0
2022-06-05 18:50:25.228,3.988,3.632,-0.0060000000000002,-0.0199999999999995,3.628,43.35,0.25,4.93,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169458,-8.543258,0.0,1.0
2022-06-05 18:50:26.219,3.996,3.648,-0.0079999999999991,-0.0199999999999995,3.640000000000001,43.45,0.25,4.872499999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169459,-8.543259,0.0,1.0
2022-06-05 18:50:27.210,4.013999999999999,3.6679999999999993,-0.0060000000000002,-0.0180000000000006,3.66,43.650000000000006,0.25,4.890000000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.16946,-8.543259,0.0,1.0
2022-06-05 18:50:28.201,4.026,3.678000000000001,-0.0040000000000013,-0.0199999999999995,3.67,43.60000000000001,0.25,4.91,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169461,-8.543259,0.0,1.0
2022-06-05 18:50:29.192,4.034000000000001,3.682,-0.0079999999999991,-0.0199999999999995,3.68,43.675,0.25,4.955,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169462,-8.54326,0.0,1.0
2022-06-05 18:50:30.183,4.0440000000000005,3.698,-0.0060000000000002,-0.0199999999999995,3.690000000000001,43.75,0.25,4.907500000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169462,-8.54326,0.0,1.0
2022-06-05 18:50:31.174,4.055999999999999,3.702,-0.0060000000000002,-0.0199999999999995,3.698,43.825,0.25,4.99,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169464,-8.543261,0.0,1.0
2022-06-05 18:50:32.165,4.061999999999999,3.718,-0.0079999999999991,-0.0199999999999995,3.708,43.77499999999999,0.25,4.885,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169465,-8.543261,0.0,1.0
2022-06-05 18:50:33.155,4.086,3.73,-0.0060000000000002,-0.0199999999999995,3.725999999999999,43.975,0.25,4.960000000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169465,-8.54326,0.0,1.0
2022-06-05 18:50:34.146,4.106,3.7360000000000007,-0.0079999999999991,-0.0219999999999984,3.7319999999999993,43.95,0.25,4.9,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169465,-8.543259,0.0,1.0
2022-06-05 18:50:35.137,4.1,3.746,-0.0060000000000002,-0.0199999999999995,3.746,43.975,0.25,4.9925,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169465,-8.543259,0.0,1.0
2022-06-05 18:50:36.128,4.103999999999999,3.746,-0.009999999999998,-0.0199999999999995,3.751999999999999,44.05,0.25,4.945,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543258,0.0,1.0
2022-06-05 18:50:37.119,4.116,3.76,-0.0060000000000002,-0.0199999999999995,3.762000000000001,43.975,0.25,4.9350000000000005,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543258,0.0,1.0
2022-06-05 18:50:38.110,4.1240000000000006,3.772,-0.0079999999999991,-0.0199999999999995,3.7680000000000007,44.025000000000006,0.25,4.9125,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543257,0.0,1.0
2022-06-05 18:50:39.102,4.142,3.794000000000001,-0.0079999999999991,-0.0199999999999995,3.792,44.25,0.25,5.067500000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543256,0.0,1.0
2022-06-05 18:50:40.094,4.158,3.8000000000000007,-0.0079999999999991,-0.0199999999999995,3.802,44.25,0.25,4.952500000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.16947,-8.543255,0.0,1.0
2022-06-05 18:50:41.085,4.164,3.821999999999999,-0.0060000000000002,-0.0219999999999984,3.814,44.35,0.25,4.995000000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169471,-8.543255,0.0,1.0
2022-06-05 18:50:42.076,4.174,3.824,-0.0060000000000002,-0.0199999999999995,3.821999999999999,44.35,0.25,4.8925,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.543254,0.0,1.0
2022-06-05 18:50:43.067,4.186,3.836,-0.0079999999999991,-0.0199999999999995,3.83,44.475,0.25,5.0525,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.543254,0.0,1.0
2022-06-05 18:50:44.058,4.194000000000001,3.844000000000001,-0.0079999999999991,-0.0199999999999995,3.841999999999999,44.45,0.25,4.960000000000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.169473,-8.543253,0.0,1.0
2022-06-05 18:50:45.049,4.148,3.82,-0.0079999999999991,-0.0199999999999995,3.82,44.55,0.25,4.92,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169473,-8.543253,0.0,1.0
2022-06-05 18:50:46.040,4.298,3.83,-0.0060000000000002,-0.0219999999999984,3.828,44.55,0.25,5.022500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543253,0.0,1.0
2022-06-05 18:50:47.032,4.33,3.84,-0.0079999999999991,-0.0219999999999984,3.836,44.650000000000006,0.25,4.9825,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543253,0.0,1.0
2022-06-05 18:50:48.024,4.35,3.852,-0.0079999999999991,-0.0199999999999995,3.85,44.5,0.25,4.9475,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543253,0.0,1.0
2022-06-05 18:50:49.015,4.364000000000001,3.8640000000000008,-0.0079999999999991,-0.0199999999999995,3.862,44.650000000000006,0.25,4.942499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543252,0.0,1.0
2022-06-05 18:50:50.006,4.376,3.878,-0.0079999999999991,-0.0199999999999995,3.873999999999999,44.625,0.25,4.9375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543252,0.0,1.0
2022-06-05 18:50:50.996,4.401999999999999,3.904,-0.0040000000000013,-0.0199999999999995,3.902000000000001,44.75,0.25,4.9175,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169475,-8.543252,0.0,1.0
2022-06-05 18:50:51.987,4.414,3.914,-0.0079999999999991,-0.0199999999999995,3.91,44.825,0.25,5.092499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169475,-8.543252,0.0,1.0
2022-06-05 18:50:52.978,4.424,3.926,-0.0060000000000002,-0.0199999999999995,3.924,45.0,0.25,4.9725,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169475,-8.543252,0.0,1.0
2022-06-05 18:50:53.969,4.433999999999999,3.936,-0.0079999999999991,-0.0199999999999995,3.932,44.875,0.25,5.129999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543252,0.0,1.0
2022-06-05 18:50:54.960,4.448,3.9499999999999993,-0.0079999999999991,-0.0199999999999995,3.946,45.0,0.25,4.9925,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169474,-8.543251,0.0,1.0
2022-06-05 18:50:55.953,4.460000000000001,3.964,-0.0040000000000013,-0.0199999999999995,3.960000000000001,45.025000000000006,0.25,5.012499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169473,-8.543251,0.0,1.0
2022-06-05 18:50:56.944,4.481999999999999,3.9860000000000007,-0.0079999999999991,-0.0199999999999995,3.984,44.975,0.25,5.045,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169473,-8.543251,0.0,1.0
2022-06-05 18:50:57.935,4.492000000000001,3.996,-0.0079999999999991,-0.0199999999999995,3.994,45.075,0.25,4.9625,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169473,-8.543251,0.0,1.0
2022-06-05 18:50:58.926,4.506,4.01,-0.0079999999999991,-0.0180000000000006,4.007999999999999,45.150000000000006,0.25,5.0625,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169473,-8.543251,0.0,1.0
2022-06-05 18:50:59.917,4.518000000000001,4.023999999999999,-0.0060000000000002,-0.0199999999999995,4.022,45.22500000000001,0.25,4.975000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.543251,0.0,1.0
2022-06-05 18:51:00.908,4.529999999999999,4.038,-0.0040000000000013,-0.0199999999999995,4.034000000000001,45.275000000000006,0.25,5.0425,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.543252,0.0,1.0
2022-06-05 18:51:01.898,4.536,4.048,-0.0079999999999991,-0.0199999999999995,4.045999999999999,45.25,0.25,5.024999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.543252,0.0,1.0
2022-06-05 18:51:02.889,4.555999999999999,4.074,-0.0060000000000002,-0.0199999999999995,4.07,45.325,0.25,5.002500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.543251,0.0,1.0
2022-06-05 18:51:03.880,4.57,4.087999999999999,-0.0060000000000002,-0.0199999999999995,4.084,45.45,0.25,5.039999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169472,-8.54325,0.0,1.0
2022-06-05 18:51:04.871,4.58,4.098000000000001,-0.0079999999999991,-0.0199999999999995,4.098000000000001,45.55,0.25,5.047499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169471,-8.54325,0.0,1.0
2022-06-05 18:51:05.862,4.596,4.116,-0.0040000000000013,-0.0199999999999995,4.112,45.625,0.25,5.032499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.16947,-8.543248,0.0,1.0
2022-06-05 18:51:06.853,4.606,4.1240000000000006,-0.0079999999999991,-0.0199999999999995,4.119999999999999,45.625,0.25,5.049999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543247,0.0,1.0
2022-06-05 18:51:07.844,4.618,4.135999999999999,-0.0079999999999991,-0.0199999999999995,4.134,45.650000000000006,0.25,5.0725,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543246,0.0,1.0
2022-06-05 18:51:08.835,4.642,4.164,-0.0060000000000002,-0.0199999999999995,4.16,45.72500000000001,0.25,5.084999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543246,0.0,1.0
2022-06-05 18:51:09.826,4.66,4.18,-0.0060000000000002,-0.0199999999999995,4.176,45.75,0.25,5.082500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.16947,-8.543246,0.0,1.0
2022-06-05 18:51:10.817,4.667999999999999,4.19,-0.0079999999999991,-0.0219999999999984,4.188000000000001,45.775000000000006,0.25,5.067500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.16947,-8.543246,0.0,1.0
2022-06-05 18:51:11.808,4.682,4.204000000000001,-0.0079999999999991,-0.0219999999999984,4.202,45.85000000000001,0.25,5.0875,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.16947,-8.543245,0.0,1.0
2022-06-05 18:51:12.799,4.694000000000001,4.218,-0.0060000000000002,-0.0199999999999995,4.215999999999999,45.85000000000001,0.25,5.029999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543244,0.0,1.0
2022-06-05 18:51:13.789,4.706,4.23,-0.0060000000000002,-0.0199999999999995,4.228,45.85000000000001,0.25,5.0975,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543243,0.0,1.0
2022-06-05 18:51:14.780,4.74,4.26,-0.0060000000000002,-0.0199999999999995,4.257999999999999,45.95,0.25,5.082500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543242,0.0,1.0
2022-06-05 18:51:15.771,4.756,4.272,-0.0079999999999991,-0.0199999999999995,4.272,46.05,0.25,4.9725,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543241,0.0,1.0
2022-06-05 18:51:16.762,4.766,4.286,-0.0060000000000002,-0.0219999999999984,4.284000000000001,46.0,0.25,5.109999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.54324,0.0,1.0
2022-06-05 18:51:17.753,4.773999999999999,4.300000000000001,-0.0079999999999991,-0.0199999999999995,4.295999999999999,46.075,0.25,5.082500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.54324,0.0,1.0
2022-06-05 18:51:18.744,4.784000000000001,4.3100000000000005,-0.009999999999998,-0.0199999999999995,4.308,46.05,0.25,5.082500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543239,0.0,1.0
2022-06-05 18:51:19.735,4.798,4.3260000000000005,-0.0060000000000002,-0.0199999999999995,4.3260000000000005,46.175,0.25,5.065,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543239,0.0,1.0
2022-06-05 18:51:20.726,4.811999999999999,4.34,-0.0079999999999991,-0.0199999999999995,4.337999999999999,46.22500000000001,0.25,5.012499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543239,0.0,1.0
2022-06-05 18:51:21.717,4.836,4.366,-0.0079999999999991,-0.0199999999999995,4.366,46.3,0.25,5.08,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543239,0.0,1.0
2022-06-05 18:51:22.708,4.85,4.382,-0.0060000000000002,-0.0199999999999995,4.380000000000001,46.35000000000001,0.25,5.1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543238,0.0,1.0
2022-06-05 18:51:23.700,4.864000000000001,4.396000000000001,-0.0060000000000002,-0.0199999999999995,4.392,46.35000000000001,0.25,5.077499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169467,-8.543238,0.0,1.0
2022-06-05 18:51:24.691,4.876,4.408,-0.0060000000000002,-0.0199999999999995,4.406000000000001,46.625,0.25,5.049999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543238,0.0,1.0
2022-06-05 18:51:25.682,4.888,4.42,-0.0060000000000002,-0.0199999999999995,4.417999999999999,46.5,0.25,5.0725,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543238,0.0,1.0
2022-06-05 18:51:26.673,4.901999999999999,4.433999999999999,-0.0060000000000002,-0.0199999999999995,4.432,46.55,0.25,5.012499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543238,0.0,1.0
2022-06-05 18:51:27.664,4.928000000000001,4.462,-0.0060000000000002,-0.0199999999999995,4.460000000000001,46.55,0.25,5.067500000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543237,0.0,1.0
2022-06-05 18:51:28.655,4.94,4.476000000000001,-0.0060000000000002,-0.0199999999999995,4.472,46.650000000000006,0.25,5.039999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543236,0.0,1.0
2022-06-05 18:51:29.646,4.949999999999999,4.488,-0.0060000000000002,-0.0199999999999995,4.486000000000001,46.650000000000006,0.25,5.135000000000002,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543235,0.0,1.0
2022-06-05 18:51:30.636,4.962,4.5,-0.0060000000000002,-0.0199999999999995,4.497999999999999,46.7,0.25,5.145,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169468,-8.543234,0.0,1.0
2022-06-05 18:51:31.627,4.976000000000001,4.5120000000000005,-0.0060000000000002,-0.0199999999999995,4.51,46.775000000000006,0.25,5.115,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543233,0.0,1.0
2022-06-05 18:51:32.618,4.988,4.526,-0.0079999999999991,-0.0199999999999995,4.523999999999999,46.775000000000006,0.25,5.032499999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543232,0.0,1.0
2022-06-05 18:51:33.609,5.0120000000000005,4.550000000000001,-0.0079999999999991,-0.0199999999999995,4.548,46.95,0.25,5.009999999999998,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.543231,0.0,1.0
2022-06-05 18:51:34.600,5.023999999999999,4.561999999999999,-0.009999999999998,-0.0199999999999995,4.558,46.95,0.25,5.175000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,41.169469,-8.54323,0.0,1.0
